,0,1
462, yes u still havent spammed me so no spam unless u spam,1
463, yes you just then :) thank you gabe,1
464, can you tell me what it is i herd one thing it might be but not sure and ill post on yours lol,1
465, wat up long time have i even seen you before,1
466, wash ur mouth out with soap and approach me properly,1
467, not a flirt at all lmao shut up,1
468, well applenut as you like to call yourself your at the top of the list so far so ur algud :D:D,1
469, omg babe u dork no comment,1
470, not as often as i should maybe ask your self these uestions :P,1
471, omg you better not be moody for real cause ill like slap you through the screen lol,1
472, i know im going to see her wtf thats right,1
473, lmao hes hott lmao yeh i know wat u gone say &quot; girly you think err one hot&quot; lol well not really just a few ppl and u know who yes mikes one o_0 lmao anyway homo lover se u in a bit,1
474, i know u do like u knew the memorial park u clown lol,1
475, Gota love your bff's lol,1
476, i rekon u cant,1
477, wait boo boo tell me whats going on with her please,1
478, wish who wea what fill me in,1
479, LMAO u need anger management classes my lady :D i tell u that err night u go to pick up a shoe throw rocks and pots and pans LMAO *hides* u violent lol,1
480, wheres my bodyguards when i need them lol,1
481, hmm let me go ask barbie ill be right back lol,1
482, yes i would care why wouldnt i??,1
483, lmao i dont know u talk to her and u know she is lmao,1
484, lmao no its a girl being and old women lmao,1
485, omg i would be there by now lol nah yeah thatll be mad fun the places i could go with out having to ply for an air plane ticket and have more spending more =D,1
486, lmfao both is great maybe width lol,1
487, lmfao wat who not me ahaha shup u cu doing spaming my contacts go find your own lmao,1
488, wow u touch my hair ull die for sure lmao and oud have to get me soooper tired or drunk to be able to touch my hair to begin with lol,1
489, LMFAO wat u mean again u doosh no i lost my fone cant find it no where if i dont find it tomorrow ima buy another one stfu my babys name chill we gota be the same to roll the same you know how we do =P,1
490, ahahaha yes you are my fav stalker one of them n e ways :P,1
491, lmfao in her wheel chair lol,1
492, nah ahh she asked i answerd holy,1
493, awww thats right your fs biggest spammer lol,1
494, aww ahh i didnt get that question what one was that,1
495, aww you spammed me your cool haha nice to meet you to =),1
496, wow didnt know there were 479 men in the world lol ok kidn sorry.... lolr r ok real answer im not one to judge people for real..but she could be going through some deeper stuff than what you see and sleeping with these men is all she may no i dont think shes either maybe shes a lost soul wanting to found or understood but doesnt know how to express her self..r r there's always reason behind what people do and say,1
497, *slappppppppped* and you just been pimped slapped,1
498, yes yes yes yes yes to wateva u have to say yes,1
499, yeah i dont mean to,1
500, im here till my parents get home sike i cant stay out of the house that long lol m.i.a is bout right n my phone pissn me off,1
501, well im NOT aussie i just live here and no i dont lol,1
502, Will Marvin be there is he is ill be there to lol might do a round trip to venus im not sure yet lol,1
503, yes whats it to you,1
504, lmao omg drink driving and txtn you dork ima slap you  lol,1
505, lol she is a man sings like one to :P,1
506, Ta mere est le chien et mange ma merde!,1
507, ok im answering questions and be out =),1
508, shay has now left the building....,1
509, hello doosh i want my car back today or tomorrow im at work tomorrow so i need it tonight plzz im NOT catchn the bus!!!,1
510, lol no comment im a respectable person in the movies thank u no noise no pop corn thrown no laughing NOTHING!!!! lol,1
511, im back on fs :),1
512, dis like?? ok im just going to go with dis like maybe shadyness trying to be a player....Chikies maybe their bitchy cattyness,1
513, i havent yet =O,1
514, come online and talk to my fav peeps they know who they are =DD,1
515, its ok i dont know what i think lol,1
516, yeh a spazz of a moment lol,1
517, lmao ahh hmm ok ill post itr r http://www.youtube.com/watch?v=Tvejb92LD48r r and yes also an excuse to listen to it again =DD,1
518, pussys free for ovs reasons and its not cheap being a down ass r b!tc#,1
519, i have no idea as well on that but ill let u know when i find out,1
520, i dont know but when i find out ill let u know :),1
521, pimps and hoes,1
522, I like them all im not a hater :P,1
523, WAT UP ANON AHHH MMMM EHHHHH LOL NO I DONT SLEEP WITH PPL I DONT KNOW SORI,1
524, i hate this tell clarissa i tryed and it just keeps saying process error :(,1
525, YES IM ASIAN *ROLLS EYES*,1
526, yes i do he calls me that to =D,1
527, yes i work at the bank :O no im not stuck up lmfao and yes your right im not a teller lol,1
528, OMG they not zoos and nata not on here you dork,1
529, Deffently Not.. ;),1
530, Woww Youu Knoww The Alphabet ;),1
531, Alrightt Alrightt! Hahaaa,1
532, Ummm  I Think Not.. ;),1
533, Oncee Again  Nopee I Did Not  Butt Like i Said Thanks For Imforming Me :),1
534, Whats That? :/ Hahaaa,1
535, Ummm  Nopee I Didntt Butt Thankss For Informing Me :),1
536, Noo  But Youu Haveee Ayy Lauraaa  ;),1
537, Umm Okayy Thennn,1
538, Umm Okayy.. :/,1
539, Sorry To burst Yourr Bubble  But I Did not know i had a cock?... Bahh. :),1
540, Ummm.... I Would ;),1
541, Errmm  Tbh couldnt Give A Flying Fuck What Youu Got To Say  Andd Yess Okay Im Fat  Andd? Get Some Bricks And Build A Bridge And Get Over It ;)... Chickken! Ha!,1
542, Ohhh  Thanks.. Means Alot ! <3,1
543, Because I Think It Cool,1
544, Immm Nott  Tbh I Dont Thinkk I Amm  Justt Get Things A Lil Late :),1
545, Well done for stating the obvious! Now why Are Youu Soo Ugly? :L,1
546, Imm Not? Well I Dont Mean It :/ x,1
547, Ermm  I Think I Would Rather Go For The Secound Option  Hahaa :),1
548, Yeahh Thats Reallly Not Funnny! A Circle Has No Corners!! Duhh.. Hahaaa :),1
549, Awww  Thankyouu! I Do.. Sort Of.. :/,1
550, hahah ur lame! ]:,1
551, do you wanna die?,1
552, a? hmmm...i have no idea,1
553, You're right  I are sexy beast.,1
554, nah playa that ain't me only like the bbygrls.,1
555, hahaha  whenever I'm around a girlfriend I don't talk as much as I do when I'm with friends.,1
556, have a 3some with two hot japanese women.,1
557, No  I believe I TYPED the name Billy.,1
558, I don't think  I KNOW.,1
559, I'll kick you in the nutts and run biatch,1
560, It has many names. Most of the time I call it big victor  Pleasure  and even Dakotah.,1
561, I'm trying to get my formspring count up d00d.,1
562, yessssssss. [:,1
563, http://www.youtube.com/watch?v=w_RaPOOVX1Y&amp;feature=related,1
564, fuckin love your ass.,1
565, i know dude  couldn't fuckin find you fuckers. hahah  no way  you guys got bloodied up?!,1
566, i'm gonna cut myself,1
567, soooo  ur a gay man?,1
568, shuddup fool  i'll beat you up,1
569, Why are you so cruel?,1
570, HE WATCHES YOU SLEEP.,1
571, WHAT THE FUUUUUUUUUUCK!!!!,1
572, im not falling for that one again,1
573, hahahah jerkoff xD but yess yesss u are!,1
574, i didn't think so,1
575, name 3 people!,1
576, psh  she can find anyone,1
577, You see nothing  foolish child!,1
578, fuk dem sluttz,1
579, just been hanging out with the friends [:,1
580, like DaKoTaH WhORe<3,1
581, What?! What homepage?! What are you talking about?! I don't even...,1
582, My woman Michaela [: Eva Mendez Dakotah Billy and many more,1
583, i have oreos p:,1
584, That's horrible.,1
585, Give me monies,1
586, Hahah  it's all good. That's what this thing is for right? [:,1
587, michaela isnt shit!,1
588, lul. Don't climb it nigger.,1
589, Hey  he came on to me.,1
590, fuck the pain away,1
591, can i pwn n00bs?,1
592, Yes. Yes. No ]:,1
593, SHOVE A PENIS DOWN THEIR THROAT,1
594, I wear a rubber at all times  it's a necessity!,1
595, were* maybe. why do you want to know so badly?,1
596, im broke as a joke,1
597, hahahah  thats dirty,1
598, you have a fan d00d. Can you sign my bewbs?,1
599, hahah I can't answer that on here  ask me on myspace or something. [:,1
600, why dont u last longer?,1
601, alright playa. Love and hot chix is what makes the world go round.,1
602, i got ur back too babygirl,1
603, but i love you,1
604, da funk is that?,1
605, I need a fother muckin facebook,1
606, You suck face.,1
607, you wanna throw down ese?,1
608, Da funk is your problem homie?,1
609, oh crap my bad nigga i got chu next time homegurl,1
610, Hey  thanks bro.,1
611, I told your monitor to punch you in the face like.,1
612, I think so  hun.,1
613, YES I AM. Wtf.,1
614, Do you think I am?,1
615, Thankies  love. ^_^,1
616, But Robert! I think you can eat someone else's children.,1
617, Uh  no. You may not.,1
618, Ahahahahahaha. I'm sure :D,1
619, Wow. I'm not even answering this with a legit response. Mind your own business  thanks.,1
620, Uh  I'm a virgin. o:,1
621, Donne-moi la tete.,1
622, Daz kyute and all  but..I TAKE A BATH. RIGHT NAO. From the front  from the back  from the  uh  side-to-side  FROM EVERYWHERE! ;D,1
623, O_O Woah woah. That's nice.,1
624, I'm working on my 73rd as we speak.,1
625, I've never even tried one  so..,1
626, So.. how's the weather? c:,1
627, I'd keep it as a pet and name is R. Kelley.,1
628, I WOULD THROW A DAMN FIT. I LOVE ME SOME POPTARTS D:,1
629, Uhm. OH. Yeah. I can't tell you. He might read it.,1
630, WOOOOT. Scoreee. My formspring was brutally raped  today.,1
631, It really isn't. WHAT IS THIS BULLSHIT?! D:,1
632, WE NEVAR TALK ANYMOAR D:<,1
633, Depends on who you are.,1
634, No! You do! ];,1
635, Uh  let's not? :3,1
636, Dominic. You're. An. Asshole. <3,1
637, Absolutly nothing.,1
638, o_o I would love it?,1
639, Today  in the shower. Thinking about YOU.,1
640, Who's ree? o_______o,1
641, LMAOOOO. Thanks c:,1
642, The sky is blue because of your mom.,1
643, I never said anyone had to compete.. it's not my fault. I'm just trying to make the best decisions  and I'm happy with the one I made. The other guy is like my best guy friend  and I love him to pieces. So  stfu.,1
644, Go get it yourself lazy bum.,1
645, Bahaha! omg yes please,1
646, EWWWWWWWWWWWWW  NO,1
647, lol  bigger then your.,1
648, LOL WHO IS THIS? :P and lol i'd like a hummer bahaha,1
649, i hate you too  lol jokes and not much you?,1
650, iloveyourpenis,1
651, i love you sam  so friggin much <3,1
652, BAHAHAHA no i don't /:,1
653, haha thanks rigel,1
654, ;D haha aw iloveyou pieface,1
655, oh gosh... lol,1
656, no you are ;D ilysm <3,1
657, it's awesome :),1
658, haha i only said the last 1 haha r you saying stupid shit?,1
659, hahaha! Jaffa Cake is a cake? But its not really is it? Its kind of a cross I suppose :/ You posted your addy not me :P I hold nooooo responsibility *holds hands up* ;),1
660, I think I was saying that she doesn't?,1
661, haha or anything else  or pregnant  or just plain whorish. I stay away from that lifestyle. I should preach in the non-whorish lifestyle ;)  You want to join my preach? lol,1
662, Ermmm  no. :/ I need to know the meaning of &quot;bang&quot; :/,1
663, My sexuality? I think that is rather obvious. If I said that my lifes aims include finding a red-come-brown-haired/blond-haired TV playing 'unidentified lesbian'  thats got to be a clue...,1
664, HAHAHA!!! I Spot some cheese ;) (as in your answer  not like  randomally lol),1
665, This lovely sunday morning I was working :P (or getting ready for work). Shame I missed it  my tiny bit of morning TV was occupied by Wife Swap USA. Im sure I can cope without a bit of Gok for a while :P,1
666, It's big and pink and fluffy ;) ;) haha!,1
667, I think there needs to be some age ratings on these questions. Who's with me?,1
668, Louise Louise Louise...at least make yourself invisible or whatever. Fail...,1
669, I love the entertainment. Perhaps not the content.,1
670, No  and I don't intend to :P What's the point?,1
671, I LOVE IT!!! Its a perfect example of how people can attract so instantly  or &quot;first love&quot; or whatever :) CUTE FILM!,1
672, Nahhhhh. To be fair  she cant sing that well. She has a nice voice for the songs she sings  but there again  she is written them based on her voiced. I dont think Louise would agree with you there ;),1
673, Hmmm  how about both? Together :D,1
674, I have stolen things from stores  when I was younger. It was like material things  eg a bra  a ring  a necklace lol. Not much though  don't go handing me over to the authorities please :) pleasssssssssssssse :D,1
675, Hugs :) But both are nice  hugs include the other person too though :),1
676, Check you out! All I have been doing is  working :( Nice time? :),1
677, We got there in the end :P Some blonde Non-lesbian-labeling Naomi girl? ;),1
678, You don't need to wonder. Your mind just needs to wander...,1
679, Who is Jimmy? :/ The only one I can think of is Marissa's dad in The OC lol,1
680, I think you and Rosie need to sort this out  or I think you and Louise need to sort this out Without the use of these questions...,1
681, Mint Gum :) It tastes nicer for longer :),1
682, Taking the piss much? :P,1
683, Why are you talking like a weird version of Thomas?,1
684, Exactlyyyyyy. So  can you guess what Im not? XD,1
685, You have no idea how confusing all this is :S Post names  please and thanks :),1
686, Thats alright  no problem! Do they know about it? Whoever they are  boy/girl  do they at least like girls? lol x,1
687, Isn't Jewish Cure a band or something??,1
688, Hmmm  some people already know the answer to that. You know who you are ;),1
689, Your place or mine? ;) Haha  no  who is this?? Way to surpass all the romantic shit :P lol,1
690, Hmmmm  spontaneity? :D When something is unexpected  or is truly fantastic  that amazes me :) Also if someone did something for me  even if its something small  I just melt :D,1
691, Canadians are Turds! Its the American's that float my boat ;),1
692, They're turds. Its the Americans that I love ;),1
693, Well it certainly would make sense as to why all the questions ;) haha So missy  what are you spying on me for? :P,1
694, Probably being ignored  because you can change that. Being bullied is horrible  and its all out of your control. Talk about messing with your head too! I think bullying is worse :(,1
695, NO. All in all. Just  no!,1
696, Probably prison. Prisons today are actually getting better :) I mean  say you didn't have any money  and it meant you were going to be living on the streets  and homeless for however long that took. I would go and commit a crime that enabled me to go to prison. Nothing to hurt anyone  but perhaps a robbery or something where I intended on getting caught lol. It has to be better in there than living on the streets. Anyway  this wasn't the question....Prison. Just because  I don't think it is that bad in there. I mean yeah  I can't really know  not properly  but aside from being beaten up (perhaps) it can't be too bad. Better than being dead lol. If not  then just try something and kill yourself :S lol!,1
697, Banging a chick? Not that im aware of :/,1
698, Im neither dirty  or a bitch thank you :) Im actually rather innocent if I think about it.,1
699, The embarrassment is on them for asking the questions. I think I know the culprits...,1
700, Lmfao . O_o Bitchh Yuu Bee Takinn Itt o2 Farr ! &a,1
701, Lmfao  O_o Bitchh Yuu Gott Mee Fk`dd Upp . i`ll Kill Yuu !,1
702, Dontt Havee Nunn . Butt Imm Downn o4 N e Thingg ;),1
703, Suree Wouldntt . :-p,1
704, Yuu. Actt Likee Itt Takee Day`ss o2 Gett Witt Somebodyy . I Couldaa Gott Witt Somebodyy 1o Mins. Afterr I Saidd I Wuzz Singlee . Lol . Imm Witt C.R.Y :-*,1
705, ahaa i noe i saw lol lame ass despreate,1
706, mmhm and mind uur biusness its funny kuhh she stay tryna talk and be mah friend HUN and get off annonomous pussy ah hoe.,1
707, but shes not the pussy ^^ anonomouss.;] nice try tho;]u2665,1
708, duh i got it kumin her way dum hoe and take the shit off anonomous oh yeah this mite be amber and shes a fuking PUSSY and dnt wurry u so kall got sum one amaberr/..!!!..buh hoes i gotss plenty.;],1
709, uh huh okayyy ill make sure ill step up tew her again buhh i aint gun tell u wen mattah of fakt hope u dere ANONOMOUS and hunnny if u not skared y u gottah be anonomous?? shit yall is annoyin.!,1
710, okk well mah taste so yurr gunnah have to deal wit it so bye.,1
711, no hes not and its 5/9/10 for yurr info and deff. not,1
712, NO  CJAYSS MAH BUDDY wtf yur gay!!!,1
713, lmfaoo.. hehehe i alwayss dew tht.;] ily<33u2665,1
714, hows does it feel to be a haterr.;]?? huh?? explain tht dum bitch.,1
715, ily u teww hun.,1
716, umm i herd i dnt even talk tew 6th graders let alone fuk them DANNY! i noe its u.,1
717, lmfao  lofl  rofl ritee they got no life mmsgin ppl ANONOMOUS sayin dumshit,1
718, i fukin love u too.;],1
719, okk take a look dwn there vv FUKIN SYCO ASS AND UM OH YEAH stop usin trickk kus i sed dat tew u fukin fat ass possom lookin ahh no gettin guys scruumy dirtyy stank aSS KUNT!!,1
720, ahahaha lol.;],1
721, wtf dnt mmsg me wit tht bullshit bye as soon as ur not anoymous ill let u no.;] bye,1
722, wtf u kan hop off now and if she got probs wit me i belive she shuwld step up the fuk???..and btw im not no transvestite i belive thts ur mom .;],1
723, ahahahahahaha!! omg ;] hehehe yu noe yu like him!!,1
724, ull find out TOSHA.!!!,1
725, hide frm....who?? wtf i aint hidin from noone sawgrass is were ull find me oh yeah and in royal palm like d.f hoe u dnt skare me.,1
726, I DNT LIKE HIM! and whos this and maybe i will;],1
727, yup i think i rote this myself lol ahaaa;] and yess ppl she is.,1
728, mmhm yup and so will 10000 more and ily rach .u2665,1
729, lmao ily were u benn long tyme? and u looked so pretty for prom!;],1
730, thnx for spendin the tyme out of yur day to kome see how im duing im fine u??? and explain how AUJALA'S a hoe?? wait see u knt kus im not by hater much love [muahszz) oh yeah kome again.,1
731, wtf i dnt even noe a matt dum hoe hop off mah dik.!;],1
732, wtf get a life i dnt even noe herr like wtf ur ANNOYING.!! damn bitch hop off.;] byeeeeeeee,1
733, i noe i am.;]<333,1
734, speak englisheee fukin dum ass and im not tell me 1 reason y ima hoa and y r u such a pussy and have tew be ANONOMOUS.,1
735, lol ily jessika;],1
736, because we wernt friends y does u kare nigga.;] and btw u kan get out my buissness.,1
737, i sed EXSACTLY and i noe dis amber im not dum kus it was only me taylor brianna and u. so byee..,1
738, so w.e tld her to shut up dwn there like really??,1
739, srry tht ur anonomous and u say shit and oh yeah i dnt try tew akt hard btw its juss i dnt let ppl fuk wit me like u stank hoe u kan hop off mah shit so fuk u and have a nice dayy!;] bye haterr,1
740, k let me be lame dah fuk wurry bwt chorss.!,1
741, ur extra extra lame and inkorrekt its MORE obvious i love alani more!,1
742, Lol whyy are you still on my dickk  wtffff do you wantt?!,1
743, :O haha maybe i know who you are :D,1
744, hahahaha who are you?,1
745, hahahha who are you?,1
746, yes  no   yes.,1
747, no ENTENDI la pregunta hahaha ;(,1
748, something like that :c well... fuck it! the past is past :),1
749, shut the fuck up! i bet you're a 50 years old perv!,1
750, you? did what? (;,1
751, you wish ahahhaha,1
752, come to my bed ;D lmfao,1
753, who are you? xD,1
754, EWW! dude get a life!,1
755, NO! i'm not a whore! fuck yourself you stupid fucking bitch!,1
756, ahahha xDDD cool,1
757, hahaha i don't think so too ;D,1
758, hahahaha thank you :D,1
759, kill yourself motherfucker ;D,1
760, i'm fine as monster ;D,1
761, i'm ugly D: lol,1
762, : PP i don't care what she do lol,1
763, why do you care? maybe because you're HER? just saying...,1
764, i'm always ready ;D,1
765, aww <33 ILY too,1
766, you know what's hairy? your mom's pussy! go lick that!,1
767, you know you're a motherfucking perv! go and fuck your grandpa!,1
768, LMAO What's wrong with Night School ?? Apperantly you have a day job AND go to School ?? Good for you ! ! That Person is a jerk,1
769, walk away. fuck em. If my Friendship is that unimportant to him / her  then they can kiss my ass,1
770, 4 : 14 pm  and you ?? are you still dressed or in your Jammies ??,1
771, My Dad was an Alcoholic,1
772, yeay I am LOL my cousin hates it,1
773, eeehhh. Sometimes. I turns me on more when they deep throught me,1
774, I don't eat those kinds of food it's full of salt and fillers and junk,1
775, both  depends on my partner,1
776, both They both make me excited,1
777, Yep  your Sister has one  and I fucked her twice last night,1
778, It's ok I am not dead  and I am not touching,1
779, facial  gay  and Amature,1
780, He was asking for Forgivness for all the Sexual Abuse that Some Priests had done to young People,1
781, nope strippers get NAKED,1
782, yes  I have gone all the way and had anal sex. I have done it several times and would do it again,1
783, I am here because I am the shit  Baby ! !,1
784, I never have. When my Daughter was born  she was Planned,1
785, Mobey Dick. LOL,1
786, take you last 3 fingers  ( pinky and the next two ) and that's how thick I am. I am 7 &quot; long,1
787, I cheated on my Wife  so I feel like a dirty slut ):,1
788, as many as they want to,0
789, too many to count,0
790, one  and I love her to death,0
791, I dated for a year and then lived with Her for 7 years before we got Married. Everyone is different  so you have to have exceptions. but that felt right for us,0
792, I drink to make myself feel good  to feel confident  and secure in myself. I can drink like a fish  ( to the detrament of my heath ) I have drank an entire case of beer by myself in one sitting.,0
793, around 50 to 60 dollars,0
794, I know a lot  but don't know any Jewish People,0
795, A Lot. I love Music  and I love to listen to it as often as I can,0
796, It's not important at all,0
797, almost never I have   like  40 friends Ha ha ha,0
798, I don't do that. I go get what I want  and always use it,0
799, every 2 months,0
800, One other person ( I like your spam thou.. ),0
801, never I drink beer all day  and that is all I need,0
802, I very seldom got into trouble as a kid. It wasn't till i started drinking at 19 that i got into trouble,0
803, drunk ?? not so much anymore. I never get High I get fucked about 3 or 4 times a week,0
804, my own age. I have some younger female friends thou,0
805, 44. I look around 30 or so ( if I wear a hat and cover the gray ) People say I look like I'm in my 30's,0
806, old as dirt LOL 44,0
807, I am an Outlaw  and am wanted by the State of Wyoming. they look on places like this for people like me. So I am not telling. Sorry,0
808, I haven't really  other than the gray in my hair,0
809, I am 6' 1&quot; and I am happy with my hight I dont like having to look up at someone thou.... I get intimadated,0
810, 6 feet one inch,0
811, very fun  I went to Montana and saw some Family and drank an enourmouse amount of beer,0
812, it was good  even thou I only had one Beer,0
813, all ages and typs I don't really have a preferrance,0
814, 10 I have been told I am a great kisser,0
815, 10 I can deep throught  and I swallow. And I can make women cum pretty hard and fast too,0
816, 10 I am a DYNAMO BABY ! !  LMAO,1
817, I would believe in Miracles. She had a Historectomy,0
818, going good I am going camping this weekend  and looks like the weather is going to co operate,0
819, Loooonnnngggg I am very tired right now. How was yours Sweetie ??,0
820, now you're being the flirt ! ! LOL I am having a good time as well. you're nice and very pretty,0
821, never. I try to keep thinking up new Q's,0
822, wow so do you like sex now ?? how important is it in your life ?? I have a couple GF ( just friends ) that say it's not important at ALL,0
823, Okies why are you sad Sweetie ?? I hope you feel better,0
824, say what ?? kiss ?? because you sent me kisses didn't you ?? LMAO,0
825, Kisses and have a great day Baby,0
826, It bothers me.,0
827, Pickels ?? LOL Idk,0
828, it's all good Baby,0
829, Overstock.com I got my web cam there,0
830, Ha Ha ha I wasn't there  I swear ! ! LMAO,0
831, nothing can be done ( thank God ) heheheheee,0
832, thank you ! ! ! That means alot to me ! !,0
833, to have my Daughter visit for the Summer To win the Lottery to see you naked.... no ! ! No Jk JK I want Superman to be a reall person,0
834, I had this conversation years ago. She found Porn in my room ( we only had magizines back then ) and she doesn't approve of it,0
835, you're a freak sweety,1
836, I don't eat jello,0
837, I had a good day  thanxxx I was off work today  so i sat around and drank beer,0
838, Strong and Black,0
839, public indecentment and Grand Theft Larceny,0
840, Hero Superman is my Fav  because he represents so much Hope and Strength,0
841, Stupid  Stupid  Stupid. She has no self respect and should get a historectomy.,0
842, 2 women I am Bi  so I have been with other men but Women ?? don't get me started,0
843, I love to dress up. I was the Joker last year  but am still deciding what I will do this year Mabie Iron Man or Batman  IDK,0
844, it's all good Sweetie,0
845, Budweiser  baby and say hey to your Sis for me.,0
846, Fav food is Steak Not any more  because I am Divorced Super Friends I have one Daughter  and she is all I want,0
847, cum  >> my GF Face >> masterbate >> trade >> anything,0
848, cartoon Network super Friends,0
849, all mine are black,0
850, I have never heard of a KoRn Candle. but yeay  I would want one. I have a leather couch and two Leather chairs.  I love them and I have several Leather Jackets,0
851, Keep your Drink  just Give me the Money >>> Pink now that's funny ! !,0
852, I am I drink every day it's why I am an Outlaw everything that has put me in jail has been related to booze,0
853, to be a better person  to help other people  and make a difference,0
854, ha ha ha ha ha ha I sure did,0
855, around 8.00 and it's ok with me,0
856, nope I am outdoors A LOT  so i have seen quite a few,0
857, I would. I never want to die,0
858, Tagged helped to break up my Marriage. But I have to say..... if I had not gone out and messed around  my Marriage would still be intact .,0
859, 2x4 Superman Pussy,0
860, Lawyer they have enough of my money,0
861, nice give her Kisses for me ??,0
862, Upset >> I get very tight in my body. My Shoulders and neck get very tight. Depressed >> I feel tired   like I have worked all day Angry is the same as upset >> for me  anyway,0
863, did you cum  or just take it ?? how long did he last ??,0
864, 15 days  3 months  and 26 years,0
865, LOL Sorry Baby,0
866, Take the Job there are Lovers everywhere,0
867, how long have you lived at your house ??,0
868, peppers uucckkk,0
869, need help ?? LOL ( jk jk jk ),0
870, fairly peaceful  but somedays I get angry and resentful mostly when I miss my Wife and Daughter,0
871, Then he is shallow and you don't need him,0
872, Kisses4all ?? LOL,0
873, Fran really annoyes me. I watched Friends the other day and she was on there She hasn't changed a bit,0
874, I actually tryed  but it wants your e mail not your last name  and I wasn't comfy asking for it in public. you can add ME if you want : kalel3006@yahoo.com,0
875, I would. Real Love means being to do things that you wouldn't do by your self,0
876, No it violets my 4th ammendment right,0
877, yes that's acceptable losses,0
878, smack that fucker right in the face,0
879, nope a Female Pres can do the same job as a Man,0
880, If Everyone did it  and it was acceptable  then it wouldn't be cheating. That's called Swinging,0
881, I quit doing drugs because I got too Self Destructive  so No I wouldn't. If Booze were Illegal   I would still drink,0
882, block that person,0
883, nope  leave it as is,0
884, I don't know......how old are you ?? LOL,0
885, Loud  drunk  and very loving,0
886, anger  frustration  and very very horny,0
887, you wouldn't like it trust me,0
888, ha ha ha ha ha ha because seeing a woman in Ligerie is so HOT ! !,0
889, Denmark and my Ex Wife,0
890, I would tell them to grow up. Love takes a while to grow,0
891, sure. I am a Hooker LMAO,0
892, hell yes I could make their lifes better with the money,0
893, hell yes ! ! I need the Money,0
894, I am a Catholic  so I believe in Life after death. We go to Pergatory and await Judgment  and when that is passed  we either go to Heaven or Hell,0
895, spend time with my Daughter,0
896, yep yep that would be Kool,0
897, hell yes !!   LOL,0
898, Resorses for one. But as far as a Prison Planet  that is a bad idia. Too many Variables  like Slavery  Prostitution  and Gangs would Immediatly form up.,0
899, Why did you really invade Iraq ??,0
900, did you rape her   or was it consentuall ??,0
901, A predator they are way more cooler.,0
902, Paris Hilton I love that dirty little freak,1
903, stop all the wars,0
904, Nope  I like being White  Blonde and Blue Eyed,0
905, Cigs  I would totaly be a bootleger I need the Money,0
906, I don't know Lygers are really Kool  but that's been done. ( Lion and Tiger mix ) mabey an Elephant and Wooly Mathmonth,0
907, barely touching the rim ( at the bottom ),0
908, Jesus I would talk about God,0
909, Cunt it's just rude and crude,0
910, Nigger I hate that derogatry misused word,0
911, Rock and Roll all Night  Party Every Day ( that says it all ),0
912, I would make changes and not go to Jail,0
913, Princess Diana,0
914, chauffeur  I have a suspended D.L,0
915, the MONEY but not the paperrazzi,0
916, Justice League>> The Never Ending Battle,0
917, No that's just wrong,0
918, you you're a cutie,0
919, Paris Hilton  cause she is way Hottt ! !,0
920, a Lion it can be Tamed,0
921, Lions  they are beautiful,0
922, I still Love you. yo my Ex Wife,0
923, play guitar  women LOVE a man who plays guitar,0
924, Madonna  and I would get FREAKY ! ! !,0
925, Pink and I am total freak  so I am not going to tell you LOL,0
926, Brad Pitt   because he's Married to Angalina Jolie LMAO ! !,0
927, I love you >> of course,0
928, you're fine baby,0
929, it's Dangerous  and I don't do it Ever,0
930, To fuck Paris Hilton to have 20 million dollars,0
931, It's a Long Way to the Top ( if you wanna Rock and Roll ) AC / DC,0
932, bath towl I am clean getting out of the shower  and can drip dry,0
933, German Brughts,0
934, No  because what I bieleve  is Private,0
935, I don't have one,0
936, a lot LOL I get told to stop that all the time,0
937, No  it hasn't   but it would hurt my feelings. I think it would mean that that Person didn't really like me  but was a &quot; Collector &quot;,0
938, I'm Game Sweetie ! !,0
939, Kool I would be a Gangster,0
940, yes Love is always worth it,0
941, I really love VH1 Save the Music>>> and I wish that I had thought of it,0
942, nope  just watch,0
943, Bootlegger I need the Money,0
944, Wyoming it's the Best Place on Earth,0
945, I would tell her that I am sorry  and I wish we were back together,0
946, nopies that's the way they they roll,0
947, Give peace a chanch,0
948, I would be the singer I wish I could sing,0
949, stood up to him Hitler had MANY attempts on his Life  because people knew that he was a wack job,0
950, I would do it. it couldn't make me that sick. I would just wash it down with Beer anyways . LOL,0
951, I would re peale the Stupid heath care &quot; refome &quot; bill,0
952, Online  the Bar and at Motorcycle Rallyies,0
953, get laid I would love to feel what that's like,0
954, Keep the Imiagration Laws  Change the Don't ask Don't Tell law  and Intorduce legilizing prostitution,0
955, some I had a chick tell me that she was turned on by personel sexual Q's and turned and spewed hate at me,0
956, smell. I can still taste   see and feel,0
957, I would do it and take the Money,0
958, my Cousin Pete  because he is a better fisherman than I am LMAO,0
959, around 40 or so,0
960, have it done myself,0
961, Yes  that's what Oral and Anal sex is for,1
962, I have and when I am on Coke  it's a general lightheaded feeling Meth is dizzy   smoky   double vision feeling. Booze is the same  but without the anger issues that accompany it,0
963, Just Stop It. Their Promblems are their own. If they can't / won't let you help  then dump them,0
964, no. But I would be compassionate,0
965, snakes I HATE Rats ! !,0
966, I would. Cause I still love her,0
967, Confornt them them directly if you can't say it to their face  then don't say it,0
968, I have never watched it,0
969, A Lot I lost my Wife to drinking and being a jerk that couldn't keep my dick in my pants. I wish i could take all that back and have her in my Life again. But that is not to be.,0
970, 225 ( i used my head ),0
